	logFC	logCPM	PValue	FDR
FGRRES_00263	0.05972864	5.143841	0.9115708	0.938382
FGRRES_00264	0.8915294	5.602846	0.08347411	0.1501493
FGRRES_00265	-0.5294026	2.577628	0.3901265	0.5065857
FGRRES_00266	-3.56546057916642	4.41762306203598	2.3281260136604e-07	2.22422109386059e-06
FGRRES_00267	0.4487656	0.4056701	0.5174323	0.6247989
FGRRES_00268	-1.01692	2.472775	0.1043183	0.18031
FGRRES_00269	0.3528747	4.199329	0.549993	0.6527145
FGRRES_00270	1.09692	4.757561	0.1183784	0.1994041
FGRRES_00271	-0.722427	7.643692	0.2613913	0.3713679
FGRRES_00272	-3.09245072298671	3.49152613982869	8.96112686420625e-06	5.71752556479897e-05
FGRRES_00275_M	0.06785446	3.212042	0.8784433	0.9141284
FGRRES_00276	-0.4119256	5.042009	0.5208626	0.6272661
FGRRES_00278	0.7200457	5.905883	0.1968336	0.298033
FGRRES_00279	-1.696879	5.46556	0.001288841	0.004504925
FGRRES_00280_M	-0.1332696	4.091954	0.7987045	0.8590021
FGRRES_00281	0.6737266	4.792442	0.1948873	0.2958198
FGRRES_00283	-0.3006118	4.633761	0.5691801	0.6704268
FGRRES_00284	-1.811899	5.679247	0.0009036473	0.003332411
FGRRES_00285	-2.486091	9.466421	0.0002728312	0.001184889
FGRRES_00286	1.300757	7.018976	0.02644481	0.05867752
FGRRES_00287	-0.9011218	3.802236	0.1334003	0.219097
FGRRES_00288	-0.1271044	4.642339	0.8063987	0.8637826
FGRRES_00291	1.165804	4.900642	0.02742275	0.06036898
FGRRES_00292	2.01917	5.030151	0.0006666284	0.002551999
FGRRES_00293	-0.5270682	4.621811	0.3242796	0.43861
FGRRES_00294	1.473583	4.413732	0.01180881	0.02988829
FGRRES_00295	-2.745592	3.558319	0.002076765	0.006792987
FGRRES_00296	1.763479	5.691849	0.0009933062	0.003604263
FGRRES_00297	-0.1886123	5.035263	0.730864	0.8050408
FGRRES_00298	-1.13857	7.68391	0.05391809	0.1056379
FGRRES_00299	0.478167	7.2499	0.4071621	0.5236738
FGRRES_00300	0.3551134	8.139109	0.5404833	0.6450258
FGRRES_00301	-0.2226628	4.677228	0.67321	0.7582345
FGRRES_00302	0.6418655	3.709792	0.2838978	0.395901
FGRRES_00303	-0.953142	4.687187	0.08254861	0.1488453
FGRRES_00304	0.4520319	4.516324	0.4027688	0.5198918
FGRRES_00305	1.924173	5.870634	0.002775994	0.008735246
FGRRES_00306	1.293317	6.827081	0.02077894	0.04801232
FGRRES_00307	0.02572924	3.829311	0.9731451	0.9813244
FGRRES_00308	-1.06993	7.398855	0.0720411	0.1334691
FGRRES_00309	0.08851791	4.548204	0.8887711	0.9216966
FGRRES_00310	0.6565126	7.806257	0.2578169	0.3674923
FGRRES_00312	-1.505553	3.308331	0.03653138	0.07679161
FGRRES_00313	-1.322738	3.653986	0.02629467	0.05841884
FGRRES_00314	-0.03075281	8.513474	0.9603528	0.9725398
FGRRES_00316	-1.437732	6.341668	0.0108692	0.02780846
FGRRES_00317	0.4356139	5.202515	0.3901265	0.5065857
FGRRES_00318	0.3943472	3.721018	0.5140036	0.621835
FGRRES_00319	0.4217218	3.101365	0.5084337	0.6165811
FGRRES_00320	2.143769	6.345988	9.874797e-05	0.0004821015
FGRRES_00321	1.325884	4.160875	0.04702454	0.0946684
FGRRES_00323	2.51363135829158	4.54210580137115	1.83571277835772e-05	0.000107808391685694
FGRRES_00324	-0.9099699	6.110674	0.08313379	0.1496767
FGRRES_00325	-0.1199909	3.112296	0.8643779	0.9048055
FGRRES_00327	0.5141433	5.321582	0.3253165	0.4396289
FGRRES_00328	1.145395	6.164077	0.03539005	0.0748564
FGRRES_00329	0.03452502	3.572633	0.9529209	0.9669082
FGRRES_00330	4.32810870085491	8.57880971154373	7.8307909699516e-09	1.0093536151649e-07
FGRRES_00331	-3.1121094245574	5.79157019743306	1.02498477237569e-07	1.05542312472423e-06
FGRRES_00332	-1.349476	5.672058	0.01666478	0.0398464
FGRRES_00333	-0.2010902	4.674447	0.7035873	0.7829355
FGRRES_00334	-0.8503533	2.987338	0.1720917	0.2674655
FGRRES_00335	-0.7168664	4.885304	0.1696017	0.2645559
FGRRES_00336	1.899465	3.183388	0.004309381	0.01270916
FGRRES_00337	-0.4084818	5.760456	0.4342692	0.5493151
FGRRES_00338	-4.20989177819867	8.47848038179323	1.96985459537305e-07	1.90372501545714e-06
FGRRES_00339	0.8573094	4.04364	0.1552983	0.2463391
FGRRES_00340	2.472454	2.24664	0.0005389091	0.002125283
FGRRES_00342	1.967726	4.724577	0.000850226	0.003165524
FGRRES_00343	-0.9057793	7.556515	0.1204945	0.2021529
FGRRES_00345	0.2326912	2.632823	0.7509005	0.8225195
FGRRES_00346_M	2.82275800293898	7.4306092444434	5.55200011267744e-06	3.74259982750859e-05
FGRRES_00347	-4.42435997325371	4.17845441946398	5.27135913433821e-10	8.21983630531216e-09
FGRRES_00349	-0.134746	5.465528	0.800487	0.860252
FGRRES_00350	0.8052751	6.401346	0.1335131	0.2192491
FGRRES_00351_M	-4.78188244711568	4.48468942177999	1.75728119724066e-12	3.60525006307238e-11
FGRRES_00352	-0.6872931	5.778554	0.2035921	0.3054866
FGRRES_00353	1.73146	7.183035	0.004412616	0.01296781
FGRRES_00354	0.1766593	0.7201463	0.8161117	0.8708347
FGRRES_00355	-1.770013	6.101371	0.000953031	0.003490848
FGRRES_00357	-0.4271186	2.854473	0.5451304	0.6489306
FGRRES_00358	0.6035	5.553081	0.238148	0.3446838
FGRRES_00359	0.9704203	5.588791	0.07849202	0.1429798
FGRRES_00360_M	0.7246721	4.730698	0.171755	0.2670951
FGRRES_00361	1.563811	4.084398	0.005169763	0.01475347
FGRRES_00362	0.004173578	4.542092	0.9796919	0.9813244
FGRRES_00363	0.4700601	4.430963	0.4248514	0.5409329
FGRRES_00364	-0.05027337	4.754002	0.9157617	0.9412017
FGRRES_00365	0.5196012	4.01646	0.385894	0.5024724
FGRRES_00367	1.409279	6.902681	0.0134286	0.0332817
FGRRES_00369	1.017486	6.957879	0.07377224	0.1359338
FGRRES_00370	0.6414725	3.891453	0.2770026	0.3887133
FGRRES_00371	-1.414185	6.244181	0.009358354	0.02447969
FGRRES_00372	1.242972	4.568871	0.04882265	0.09738508
FGRRES_00373	0.5493723	8.778667	0.3538661	0.4696682
FGRRES_00374	-1.280715	7.11228	0.050657	0.1001969
FGRRES_00375	-1.022158	5.52872	0.07594867	0.139235
FGRRES_00376	0.6092296	8.021001	0.2940151	0.4065417
FGRRES_00377	-1.743762	2.922626	0.01734834	0.04119946
FGRRES_00378	-0.3351728	5.236654	0.5224226	0.6285655
FGRRES_00379	1.028463	2.777431	0.1112207	0.1895973
FGRRES_00380	0.538012	4.583038	0.3221179	0.4367203
FGRRES_00383	0.5940969	3.144697	0.3432311	0.4588676
FGRRES_00384	-0.6518785	1.386346	0.4966535	0.6057743
FGRRES_00385	-1.033682	8.730095	0.1067668	0.18361
FGRRES_00387	0.1755605	8.687502	0.7684082	0.836295
FGRRES_00388	2.60450787058779	4.77482565130031	2.32931223950445e-06	1.72442194647625e-05
FGRRES_00389	2.640863	3.284596	6.402915e-05	0.000327787
FGRRES_00390	-3.07116411866469	7.7023074913503	9.09116676477327e-07	7.48607229879244e-06
FGRRES_00391	-0.4331344	3.635635	0.4721843	0.5839353
FGRRES_00392	-1.992247	6.510774	0.0006611408	0.002533673
FGRRES_00393	0.2787981	6.964339	0.6207648	0.7132289
FGRRES_00394	-0.2533963	0.7887835	0.8605886	0.9019766
FGRRES_00395	2.89692604461924	10.0862610226738	8.56761685227087e-06	5.49552870553757e-05
FGRRES_00397	-0.2783915	8.885341	0.6375064	0.7275349
FGRRES_00398	0.9982722	4.905372	0.108123	0.1855565
FGRRES_00399	-1.026903	5.120239	0.09055443	0.1601674
FGRRES_00402	-0.3502252	3.718385	0.534516	0.6396628
FGRRES_00404	0.6972145	2.652628	0.3107528	0.4242265
FGRRES_00405	-2.47567448873958	5.76670050266817	6.85499917561408e-06	4.51714062252214e-05
FGRRES_00406	-2.585896	6.627216	0.0001097235	0.0005297645
FGRRES_00407	0.7765011	4.567465	0.1589767	0.2514389
FGRRES_00408	-0.3944308	6.621482	0.4887119	0.598712
FGRRES_00409	1.128599	5.044411	0.03111681	0.067046
FGRRES_00410	-0.8191531	4.818722	0.1298162	0.2146071
FGRRES_00411	-6.52000205946142	3.84524722861933	6.29993476358631e-15	1.65552522976276e-13
FGRRES_00414	-0.03990661	3.887493	0.9458708	0.9613725
FGRRES_00415	-0.8765061	9.842571	0.1955897	0.296588
FGRRES_00416	3.04490713725833	2.40973616106053	3.6071200634222e-05	0.000196230947610632
FGRRES_00417	4.16011036132409	5.01407477334284	1.11177534557205e-11	2.06965657384108e-10
FGRRES_00452	0.2614475	5.173225	0.629836	0.721132
FGRRES_00455	-3.44894582675133	8.29313247568109	6.25215690689116e-08	6.70500582119464e-07
FGRRES_00457	0.795881	2.401165	0.2163947	0.3201816
FGRRES_00458	0.999643	4.843333	0.06575804	0.1241385
FGRRES_00459	-3.15126013894345	5.18864908278356	1.36973750596739e-07	1.37645936595038e-06
FGRRES_00460	-0.4119867	5.150529	0.445189	0.5589461
FGRRES_00461	1.49113	4.649112	0.005081404	0.01453371
FGRRES_00462	1.209336	3.659152	0.04169004	0.08571023
FGRRES_00463	-2.051078	5.316421	0.0004262272	0.001737733
FGRRES_00464	-0.2020853	6.50309	0.7076441	0.7864081
FGRRES_00465	1.531926	6.190885	0.01557467	0.03767148
FGRRES_00466	0.2216106	3.779519	0.7047777	0.7838648
FGRRES_00467	0.2350157	5.95644	0.65469	0.742849
FGRRES_00468	-0.086585	4.577384	0.8746273	0.911497
FGRRES_00469	-2.56382008488711	7.09727380619303	1.66649251666182e-05	9.88870600510156e-05
FGRRES_00470	-2.450178	6.202861	4.497697e-05	0.0002378826
FGRRES_00471	0.149825	8.579252	0.7983115	0.8588496
FGRRES_00472	0.6558745	7.579708	0.2584708	0.3681826
FGRRES_00474	-0.5089554	4.378673	0.3456287	0.4614307
FGRRES_00475	0.9994851	5.849844	0.05750585	0.1112101
FGRRES_00476	2.20593	4.289602	0.0001619745	0.0007486836
FGRRES_00477	-0.8507226	4.620261	0.1100962	0.1881692
FGRRES_00478_M	1.684808	5.644462	0.002436177	0.007820121
FGRRES_00480	0.4483932	4.383252	0.4082236	0.5244998
FGRRES_00481	1.263249	3.652206	0.04996603	0.09912431
FGRRES_00482	1.512354	2.245789	0.02355127	0.05318393
FGRRES_00483	-9.2287602051782	11.4668615503878	7.61823184683875e-19	2.63314236413188e-17
FGRRES_00484_M	-2.04029	1.12067	0.01817292	0.04283898
FGRRES_00485	1.23089	4.578169	0.05256876	0.1034129
FGRRES_00486	0.1837608	4.043165	0.7374669	0.8113258
FGRRES_00487	1.502082	1.230836	0.05022684	0.09945482
FGRRES_00489	-3.98799021094303	8.8494484811035	3.21980620331769e-09	4.407944750363e-08
FGRRES_00490	-0.1454119	6.270325	0.8018234	0.8608358
FGRRES_00491	0.6361524	7.816184	0.2753155	0.386746
FGRRES_00492	-0.3098539	11.37233	0.6098636	0.7045827
FGRRES_00493	0.2995729	5.675286	0.5599285	0.6617238
FGRRES_00494	-0.294966	5.659136	0.6055615	0.7009276
FGRRES_00495	0.004507006	3.676892	0.9794887	0.9813244
FGRRES_00496	2.165909	9.537674	0.0004967354	0.001988591
FGRRES_00497	-0.001276078	7.461789	0.9803333	0.9813244
FGRRES_00499	0.9587949	6.600177	0.08093295	0.1465853
FGRRES_00500	-0.1467771	8.298782	0.8053452	0.8629948
FGRRES_00501	1.519291	3.453196	0.01486752	0.03621122
FGRRES_00502	-0.5187049	5.606778	0.3654794	0.4813772
FGRRES_00504	0.2552727	4.529225	0.6288723	0.7203326
FGRRES_00505	0.8219014	5.983719	0.1146306	0.1942974
FGRRES_00506	1.931011	3.152611	0.002128688	0.006939818
FGRRES_00507	-0.08352506	6.262082	0.8744775	0.911497
FGRRES_00508	-1.012332	5.450933	0.05659586	0.1097632
FGRRES_00509	-1.339203	6.437675	0.01420647	0.03485933
FGRRES_00510	1.080098	6.428016	0.04746117	0.09531755
FGRRES_00511	0.5982756	4.995004	0.2465899	0.3542777
FGRRES_00512	-0.9175004	5.177795	0.08664255	0.1546882
FGRRES_00513	-3.522195	4.654764	0.0001543754	0.000716611
FGRRES_00514	-3.05274227494578	6.94924208612337	8.95213998384623e-06	5.71515148498136e-05
FGRRES_00515	-0.1052468	8.012942	0.8568349	0.8994321
FGRRES_00516	-0.2959356	2.368785	0.6734553	0.7583534
FGRRES_00517	-0.5111024	1.134449	0.4432191	0.5571725
FGRRES_00518_M	1.315757	6.522804	0.01650651	0.03952022
FGRRES_00519	0.3285103	5.298747	0.524264	0.630034
FGRRES_00520	-2.41122026685101	5.73495646285652	1.21834110172465e-05	7.49158978867855e-05
FGRRES_00521	-3.676744	2.695429	3.724054e-05	0.0002015818
FGRRES_00522	-3.095786	3.305224	6.889758e-05	0.0003503962
FGRRES_00523	-1.899125	9.727573	0.002060891	0.006759397
FGRRES_00524	0.9236673	8.812032	0.1224483	0.2047029
FGRRES_00525	1.847806	1.881024	0.0078778	0.02121806
FGRRES_00526	0.9547942	3.324043	0.118557	0.1996739
FGRRES_00528_M	0.1704033	4.193759	0.7543151	0.8251771
FGRRES_00529	4.35414402674474	5.31086238137711	1.22653151790346e-14	3.08852588487385e-13
FGRRES_00530	-0.6961008	5.733019	0.1855538	0.2842365
FGRRES_00531	0.8274792	2.549695	0.2518217	0.3605569
FGRRES_00534	-0.003521963	6.511585	0.9789036	0.9813244
FGRRES_00535	-0.5244119	2.742208	0.5196911	0.6264582
FGRRES_00536	0.1420796	7.361294	0.8037338	0.8618622
FGRRES_00537	0.2194961	3.808763	0.706134	0.7851319
FGRRES_00538	0.03037321	7.089007	0.9596227	0.9722179
FGRRES_00539	-4.09012855067906	9.20669661504514	8.19208210176678e-10	1.23828227089798e-08
FGRRES_00540	-0.2438	4.860312	0.6559831	0.7439273
FGRRES_00541	-1.107996	5.675999	0.0388042	0.08082767
FGRRES_00542	1.275602	2.739397	0.05707873	0.1105417
FGRRES_00543	-1.421321	4.842698	0.01179712	0.02986567
FGRRES_00545	-1.649882	5.168591	0.001957031	0.006463683
FGRRES_00546	-1.047714	4.770539	0.0626373	0.1193631
FGRRES_00549	-0.7219034	6.161874	0.180846	0.2785978
FGRRES_00550	-0.9289433	2.616148	0.2028285	0.3047765
FGRRES_00551	0.01098034	4.271969	0.9790676	0.9813244
FGRRES_00552	-1.168427	5.302488	0.03131126	0.06738471
FGRRES_00553	-0.9984378	5.549395	0.062211	0.1187227
FGRRES_00554	1.320883	5.635924	0.02444052	0.05495193
FGRRES_00555	2.109314	6.92656	0.0003038699	0.001294309
FGRRES_00556	2.63437724724832	5.13774901015097	1.38881469574394e-05	8.41116400273936e-05
FGRRES_00558	1.947603	7.212516	0.00116375	0.004131563
FGRRES_00559_M	1.389644	7.130036	0.01558064	0.03767752
FGRRES_00560	-1.135297	6.110276	0.0364744	0.07668668
FGRRES_00561	0.1615463	8.420161	0.7819483	0.8463634
FGRRES_00562	1.235552	6.405451	0.02231329	0.05088593
FGRRES_00563	1.963093	5.08789	0.0004748686	0.001911628
FGRRES_00564	1.387767	7.107841	0.01663462	0.03979182
FGRRES_00565	-0.7063404	2.903349	0.2588608	0.3686414
FGRRES_00566	0.4936409	2.723734	0.4520812	0.5653201
FGRRES_00567	2.237716	4.627399	0.0001130348	0.0005437795
FGRRES_00568	1.482585	5.296172	0.007054623	0.01932454
FGRRES_00569	0.6959987	1.796547	0.3042107	0.4172093
FGRRES_00570	-0.8048544	5.138052	0.1318254	0.2171347
FGRRES_00571	5.72641399525972	6.84018445555682	2.84011267416289e-26	1.40107922057681e-24
FGRRES_00572	-4.11577181122538	7.4658117708433	1.66609020878877e-07	1.6423321558569e-06
FGRRES_00573	-0.3944539	5.909528	0.4544548	0.5675717
FGRRES_00574	-0.3240151	5.505061	0.5270525	0.6326658
FGRRES_00576	-0.02203011	5.666882	0.9577276	0.9706058
FGRRES_00577	0.05551044	5.966987	0.9106181	0.9378381
FGRRES_00578	3.93187385439078	6.17284650907454	4.650296476594e-10	7.31444458847459e-09
FGRRES_00581	1.307297	6.202717	0.0186043	0.043704
FGRRES_00582	0.1082359	1.459651	0.8028024	0.8615338
FGRRES_00583	0.9248982	6.140008	0.1107048	0.1889118
FGRRES_00584	-4.26570212669885	8.53320439923731	5.16827580516052e-11	9.00341850937514e-10
FGRRES_00585	-2.505633	4.307484	0.001449658	0.004977266
FGRRES_00586	-4.34346977906559	8.14204091782536	3.38793349240383e-10	5.43120268730557e-09
FGRRES_00587	-0.3760292	4.527425	0.4864301	0.5969948
FGRRES_00588	-0.8958101	6.409532	0.09716436	0.1697561
FGRRES_00589	1.48051	7.079718	0.02309823	0.05230233
FGRRES_00590	-1.782529	7.338356	0.002401164	0.007719145
FGRRES_00591	-2.81683763016909	6.75661404555131	1.24782203905577e-05	7.65984874992776e-05
FGRRES_00592	-0.80242	7.386628	0.1925787	0.2930534
FGRRES_00593	-2.043597	3.96757	0.001233824	0.004336487
FGRRES_00595	-1.014653	6.035266	0.05866197	0.1130631
FGRRES_00596	-4.47589122594589	5.96220018175519	4.40008749096238e-13	9.60848079263876e-12
FGRRES_00597	-1.014968	7.002055	0.07823143	0.142553
FGRRES_00598	2.066969	4.450794	0.000258574	0.001130207
FGRRES_00599	-3.377067	4.129742	0.0001644083	0.0007576744
FGRRES_00600	0.2527043	4.01755	0.6379369	0.7277201
FGRRES_00602	-4.8486664515455	7.56635269831242	4.46942565848364e-12	8.77155093517594e-11
FGRRES_00603	-1.520172	7.265292	0.009945494	0.02584793
FGRRES_00604	0.2217531	3.071979	0.7011311	0.7813303
FGRRES_00607	-0.02166596	4.293279	0.9673144	0.9786765
FGRRES_00608	-0.3513782	7.263682	0.5400599	0.6447224
FGRRES_00609	1.585543	6.550667	0.01023764	0.02646086
FGRRES_00610	1.538355	7.629537	0.008413072	0.0223737
FGRRES_00612	0.291735	5.700673	0.5767598	0.6770767
FGRRES_00613	-1.860091	5.039809	0.0006175632	0.002388022
FGRRES_00614_M	-0.2802877	5.924464	0.5868655	0.6858983
FGRRES_00615	-0.6572525	7.254406	0.2679019	0.3785366
FGRRES_00616	-1.124627	5.172349	0.03459882	0.07351233
FGRRES_00618	-1.58777	4.879833	0.004828228	0.01397354
FGRRES_00619	-0.7694304	0.1696417	0.6028346	0.6985515
FGRRES_00620	-0.6289962	6.000911	0.2584072	0.3681404
FGRRES_00621	2.282955	1.49856	0.002679395	0.008473041
FGRRES_00622	0.8530711	4.397385	0.1107259	0.1889181
FGRRES_00623	0.7543492	5.037475	0.1461211	0.2347671
FGRRES_00625	-0.3579167	0.4775151	0.7439595	0.8170605
FGRRES_00626	0.3758437	2.309961	0.5466209	0.6500819
FGRRES_00627	-1.41147	4.717135	0.01939235	0.04524186
FGRRES_00628	-1.037562	4.000008	0.06310016	0.1201028
FGRRES_00629	-0.2392357	5.621308	0.6492493	0.7382935
FGRRES_00631	2.90004467606975	9.59593539784333	8.21900798599378e-06	5.30011251764649e-05
FGRRES_00633	-0.9120283	8.678498	0.1377895	0.2245389
FGRRES_00634	2.87071683392427	9.6989920202831	8.30986447025789e-06	5.34599638978713e-05
FGRRES_00635	1.289067	4.099962	0.02688611	0.05945292
FGRRES_00636	1.760026	4.301916	0.001808606	0.006047074
FGRRES_00637	0.1927624	8.476052	0.7432741	0.8164731
FGRRES_00638	-0.0560166	5.381846	0.9164344	0.9415509
FGRRES_00639	-0.05273638	8.182378	0.931801	0.9517067
FGRRES_00640	-0.3581763	2.863332	0.5657223	0.6671503
FGRRES_00641	0.3263045	6.551176	0.601037	0.6972505
FGRRES_00642	2.297074	7.799717	0.0003532152	0.001476673
FGRRES_00643	-0.3029852	6.911529	0.6092664	0.7041176
FGRRES_00644	0.4443583	8.07214	0.4453041	0.5589461
FGRRES_00645_M	0.512967	5.280049	0.4403957	0.5547964
FGRRES_00646	1.713556	5.864928	0.003001972	0.009356427
FGRRES_00648	1.442106	3.052696	0.03349981	0.07148514
FGRRES_00649	1.405398	6.330416	0.01203481	0.03031186
FGRRES_00652	-2.733462	4.496159	0.0003967119	0.001633971
FGRRES_00653	2.0802	3.648509	0.0006646705	0.0025463
FGRRES_00654	2.296806	5.745136	3.828186e-05	0.0002064975
FGRRES_00655	0.9997086	6.421838	0.07239632	0.1339671
FGRRES_00656	-0.1689713	7.396345	0.7700261	0.8377199
FGRRES_00659	0.113487	4.92445	0.840068	0.88767
FGRRES_00660	0.171485	4.309153	0.758647	0.8289133
FGRRES_00661	-1.039044	5.319834	0.04954076	0.09850969
FGRRES_00663	-1.616176	7.952026	0.008769496	0.02314575
FGRRES_00664	-0.03993113	5.379827	0.9377874	0.955549
FGRRES_00665	1.677272	4.402944	0.0035971	0.01086368
FGRRES_00666	-1.18538	6.743239	0.035438	0.07492861
FGRRES_00667	-0.7976582	5.208491	0.1792106	0.276508
FGRRES_00669	0.5758818	6.109229	0.3233108	0.4378453
FGRRES_00670	1.590066	4.616466	0.003230021	0.009936342
FGRRES_00671	2.90364136902936	9.46703137338634	5.56395015531261e-06	3.74832719029222e-05
FGRRES_00672	-0.9382882	3.428205	0.1232238	0.2055561
FGRRES_00675	0.9366564	4.131573	0.09019428	0.1595853
FGRRES_00677	-0.2481714	7.253969	0.6638548	0.7508146
FGRRES_00678	-0.9362906	3.296744	0.1474843	0.2364473
FGRRES_00680	0.1431554	6.099117	0.822382	0.8745418
FGRRES_00681	0.8887881	6.678433	0.1226628	0.2049669
FGRRES_00682	0.5859589	4.091926	0.3225367	0.4371242
FGRRES_00683	0.8825832	3.83708	0.1221572	0.2044213
FGRRES_00684	0.8242633	3.002607	0.1924195	0.2928933
FGRRES_00685	-0.3863551	1.419105	0.5370235	0.6418144
FGRRES_00686	0.3496909	7.768996	0.5488228	0.6519673
FGRRES_00687_M	-1.389157	5.083801	0.008775166	0.02314946
FGRRES_00688	-0.6816818	7.433791	0.2413211	0.3480939
FGRRES_00689	-1.069386	6.092431	0.05559618	0.1082888
FGRRES_00690	0.9237299	5.246428	0.07775532	0.141876
FGRRES_00691	-0.1530275	3.749842	0.7850987	0.8487575
FGRRES_00692	-3.443465	0.2419964	0.04574174	0.09248153
FGRRES_00693	1.10027	4.010034	0.04963408	0.09863265
FGRRES_00694	-0.3266816	4.348135	0.5336176	0.6389376
FGRRES_00695	1.489693	5.750485	0.01346032	0.03335271
FGRRES_00696	0.1715171	2.849578	0.7813748	0.8458269
FGRRES_00698	-4.90242410578318	8.59091943776914	4.98208895365765e-15	1.33178845847405e-13
FGRRES_00700	-0.8108708	5.28906	0.1278011	0.2120083
FGRRES_00701	-0.128739	1.421786	0.9413269	0.9580436
FGRRES_00702	-1.751364	8.193086	0.01279827	0.03194565
FGRRES_00703	-3.84561543421641	6.86259542056369	1.05011330677584e-06	8.54338809478123e-06
FGRRES_00704	-2.52413905079821	6.01088703092383	7.80624901914407e-06	5.0610048150998e-05
FGRRES_00705	-1.547102	4.162051	0.02235397	0.05093589
FGRRES_00706	-1.039781	6.295125	0.1232628	0.2055895
FGRRES_00707	0.2854998	6.106103	0.59326	0.6909906
FGRRES_00709	1.404772	8.547735	0.01965197	0.04573941
FGRRES_00710	1.279259	6.952683	0.02766188	0.06082139
FGRRES_00712	-4.97623871021306	7.57014840379917	6.61773597473726e-09	8.59118283897409e-08
FGRRES_00713	-3.79847703260224	5.81766276660171	4.12923280789225e-08	4.58394088228606e-07
FGRRES_00714	-2.576895	8.333055	7.981854e-05	0.0003999403
FGRRES_00715	0.2578963	4.399105	0.6324299	0.7231864
FGRRES_00716	-0.3725619	4.833573	0.4926474	0.6022158
FGRRES_00717	1.483431	6.209437	0.00577658	0.01622495
FGRRES_00718	-1.625888	5.83717	0.008744564	0.02309118
FGRRES_00719	-0.7534836	5.708228	0.1473173	0.2362773
FGRRES_00720	-3.99246367030646	7.64646744931818	9.7349211023003e-08	1.01006786542318e-06
FGRRES_00721	0.8824248	5.586812	0.1391771	0.2261211
FGRRES_00722	-0.7909878	6.823318	0.1888456	0.2885052
FGRRES_00723	-0.8224868	4.235415	0.1379978	0.2247771
FGRRES_00724	-1.809853	5.880885	0.003816285	0.01143516
FGRRES_00725	-6.27162852022745	5.44294710517572	2.61782402486295e-22	1.11416643693481e-20
FGRRES_00726	-0.6974364	4.929368	0.2013844	0.30318
FGRRES_00728	0.6821511	9.24871	0.2569521	0.3665997
FGRRES_00729	-1.770874	6.919957	0.002528719	0.008071821
FGRRES_00730	1.349871	3.993651	0.02513302	0.05634551
FGRRES_00731	-0.01437501	7.277814	0.9797155	0.9813244
FGRRES_00732	1.388142	4.97238	0.0316306	0.06797761
FGRRES_00736	0.8070579	4.73029	0.1985961	0.2996833
FGRRES_00737	-1.995481	6.656445	0.005994638	0.01675072
FGRRES_00738	-0.1677277	6.516994	0.7875642	0.8508243
FGRRES_00739	-0.2388338	6.417334	0.6567088	0.7444392
FGRRES_00740	1.028419	3.669748	0.08841961	0.1572629
FGRRES_00741	-0.9655666	5.117949	0.06349331	0.1205762
FGRRES_00742	1.46754	1.152219	0.05941891	0.1141975
FGRRES_00743	-0.5533638	8.04502	0.3411261	0.4568412
FGRRES_00744	0.6784261	5.198641	0.303943	0.4169228
FGRRES_00745	0.5523983	3.197338	0.3617804	0.4775484
FGRRES_00746	-0.7073562	6.921201	0.2088908	0.3119707
FGRRES_00747	-0.04612287	6.265817	0.9354086	0.9545914
FGRRES_00748	0.9243251	5.58641	0.0769347	0.1406151
FGRRES_00749	1.186757	3.727252	0.04744863	0.09531001
FGRRES_00750	0.1635712	4.615159	0.7591339	0.8291115
FGRRES_00751	1.571061	5.284927	0.002818063	0.008854787
FGRRES_00752	-0.8212125	4.785472	0.1290851	0.2136587
FGRRES_00756	0.8811518	5.820223	0.09238058	0.1627872
FGRRES_00757	1.262726	5.350757	0.01655504	0.03961894
FGRRES_00758	0.7364949	5.081439	0.1527681	0.2434189
FGRRES_00759	1.257664	3.268554	0.04292082	0.08791989
FGRRES_00760	0.3075941	3.927039	0.5915985	0.6899053
FGRRES_00761	1.123984	4.343663	0.0449917	0.09127007
FGRRES_00762	1.690891	6.692777	0.01050912	0.02705941
FGRRES_00763	-1.721003	2.816751	0.02880522	0.06287672
FGRRES_00764	-1.050282	0.3022778	0.4270239	0.5429983
FGRRES_00765	-6.9587109836193	9.83040349509069	1.48248703784074e-52	1.32970510923021e-50
FGRRES_00766	-1.151245	7.281923	0.04570554	0.09244171
FGRRES_00767	1.185402	5.491611	0.02231855	0.05088724
FGRRES_00768	-1.071345	4.947216	0.04639372	0.09355464
FGRRES_00769	-1.102078	5.996086	0.0710695	0.1321336
FGRRES_00771	-0.4195959	5.439418	0.4091663	0.5254002
FGRRES_00773	-8.61703204012997	10.570109284421	4.52609976395966e-157	1.48853820418952e-154
FGRRES_00774	-2.616693	5.136932	0.000294631	0.001263886
FGRRES_00776	0.4612523	6.289386	0.3874768	0.5040497
FGRRES_00777_M	0.7368899	11.63822	0.2479875	0.3559593
FGRRES_00778	1.98689	3.367345	0.003180795	0.009807151
FGRRES_00780	-0.3358296	5.544364	0.5324329	0.6376622
FGRRES_00781	0.9036179	7.117747	0.1109677	0.1892278
FGRRES_00782	-0.9166002	2.783218	0.1542255	0.2450672
FGRRES_00784_M	5.572041	-0.3788595	0.004471348	0.01308726
FGRRES_00786	-0.851746	7.839815	0.142453	0.2302714
FGRRES_00787	-1.05318	5.826752	0.05307361	0.1042171
FGRRES_00788	-1.076531	3.491201	0.07466059	0.1373323
FGRRES_00789	-1.473108	4.629051	0.00662875	0.01829185
