Mycelia.1	Mycelia.2	Infection.1	Infection.2
0.133715531890055	0	734.249472966806	1433.07209253912
1084.70039469212	1077.58316189587	0.228240433001805	0
1956.52566261528	2217.53504918103	0.570601082504512	1.19472454567663
0.133715531890055	0.883409708063511	1014.52872469302	853.630687885954
2212.9920527804	1571.58587064499	1.02708194850812	1.19472454567663
1.20343978701049	1.59013747451432	2755.43262741429	1961.14034172819
1082.69466171377	1262.21579088115	0.570601082504512	1.19472454567663
997.651583431697	1193.13315171058	1.14120216500902	0
1.4708708507906	0.706727766450809	1377.65925359889	1318.975898427
3737.88397845458	2799.17200097004	3.19536606202527	2.98681136419158
3229.36381067671	2809.7729174668	3.30948627852617	3.5841736370299
4271.94381282346	8648.22767805855	8.10253537156407	8.96043409257474
0	0.176681941612702	330.378026770112	317.796729149984
775.817516026096	1360.09758653458	0.912961732007219	1.19472454567663
0.534862127560218	0.176681941612702	439.819314394478	407.99843234857
0	0.176681941612702	464.811641808175	237.75018458965
0	0	357.766878730329	210.271520039087
508.787598841657	373.858988452478	0.228240433001805	0
1949.70617048888	1980.42788353678	2.62476497952075	4.18153590986821
728.482217737017	1036.76963338334	0.912961732007219	1.19472454567663
681.146919447938	437.817851316276	0.114120216500902	0.597362272838316
0	0.706727766450809	517.535181831592	359.014725975828
679.809764129037	1155.32321620546	1.94004368051534	0.597362272838316
0	0	170.039122586345	203.700535037866
0	0.176681941612702	176.429854710395	211.466244584764
3.20917276536131	2.29686524096513	1934.22354947379	855.422774704469
242.292543784779	304.953031223524	0.114120216500902	0
334.689976320806	246.117944666494	0.228240433001805	0
281.872341224235	316.614039369963	0.342360649502707	0
0.133715531890055	0	175.402772761887	143.964307754034
0	0.176681941612702	268.753109859625	133.211786842944
794.136543895034	915.389139495411	1.82592346401444	2.38944909135326
2160.17441768383	3901.49063469169	6.27661190754963	9.55779636541306
0.133715531890055	0	153.834051843216	138.588047298489
5646.53948065322	9858.32229616395	22.253442217676	23.8944909135326
349.933546956273	683.582432099545	1.02708194850812	0.597362272838316
0	0.353363883225405	155.431734874229	215.647780494632
2.27316404213093	1.23677359128892	1020.23473551807	513.731554640952
0.267431063780109	0.883409708063511	262.818858601578	315.407280058631
0	0.176681941612702	122.336872088967	193.545376399614
0.534862127560218	1.23677359128892	340.078245172689	373.351420523948
0.936008723230382	1.59013747451432	638.730851755551	365.585710977049
0	0.176681941612702	126.102839233497	149.937930482417
0.534862127560218	1.23677359128892	311.776431480465	402.024809620187
0	0.353363883225405	143.905593007638	167.261436394729
730.220519651588	923.339826867982	3.19536606202527	0.597362272838316
6758.51784385091	4627.6534147199	21.7969613516724	20.9076795493411
0.133715531890055	0	112.066052603886	127.238164114561
0.534862127560218	1.06009164967621	276.96976544769	318.991453695661
1.60458638268065	0.883409708063511	611.684360444837	332.730785970942
0.133715531890055	0	154.861133791725	93.1885145627773
0	0	125.532238150993	103.941035473867
779.962697514688	1027.58217241948	2.73888519602166	3.5841736370299
0.534862127560218	0.176681941612702	129.412325512023	278.370819142655
1936.86947942744	1154.79317038062	6.39073212405053	4.77889818270653
124.088013593971	231.276661571027	0	0
0	0.176681941612702	196.629133031055	81.241269106011
123.954298062081	268.026505426469	0.228240433001805	0
0	0	76.6887854886064	142.172220935519
549.838267131904	462.023277317217	1.94004368051534	1.79208681851495
179.446243796453	122.440585537603	0	0
0	0	86.7313645406858	94.3832391084539
0	0.353363883225405	177.685177091905	81.241269106011
0	0	97.4586648917706	76.4623709233045
0	0.353363883225405	96.3174627267616	117.680367749148
0	0	84.3348399941669	82.4359936516876
0.133715531890055	0.706727766450809	123.706314686978	133.211786842944
0	0	95.4045009947544	72.8781972862746
216.485446129998	174.031712488512	0.342360649502707	0.597362272838316
2.27316404213093	2.29686524096513	476.566024107768	411.5826059856
0.401146595670164	0.176681941612702	98.9422277062824	113.49883183928
788.654207087541	564.498803452584	2.85300541252256	3.5841736370299
0.802293191340327	0.353363883225405	335.17107586315	115.888280930633
0.133715531890055	0.176681941612702	85.9325230251795	84.2280804702026
0	0	78.0582280866172	78.8518200146577
0	0.353363883225405	87.8725667056948	102.74631092819
0	0	68.3580096840405	87.8122541072325
1549.89673013762	1700.56368802226	11.0696610005875	4.77889818270653
0	0	92.4373753657309	59.1388650109933
257.402398888355	189.226359467204	1.14120216500902	0.597362272838316
450.086480341923	315.553947720286	0.570601082504512	2.38944909135326
0	0	103.392916149818	51.3731554640952
0.133715531890055	0.530045824838107	117.315582562928	77.6570954689811
99.0832091305304	114.136534281806	0.228240433001805	0
0.133715531890055	0.176681941612702	71.6674959625667	74.0729218319512
83.304776367504	118.200218938898	0	0
0	1.06009164967621	112.979014335893	190.558565035423
4.94747467993202	3.00359300741594	721.468008718705	533.444509644616
0	0	62.1955179929918	66.3072122850531
0	0	51.9246985079106	84.2280804702026
259.006985271036	187.989585875915	1.14120216500902	1.19472454567663
0	0	95.2903807782535	45.9968950085503
1454.15640930434	3454.30864046994	14.1509068461119	13.141970002443
0.133715531890055	0.176681941612702	57.6307093329557	84.8254427430409
1273.10557912521	513.2610403849	4.7930490930379	4.18153590986821
1089.24672277638	789.591597067167	7.53193428905956	4.18153590986821
0	0	42.9092014043393	103.941035473867
1.4708708507906	1.41345553290162	182.249985751941	216.842505040309
4524.1313059681	4670.7638084734	36.8608299297915	35.2443740974606
0.668577659450272	2.12018329935243	205.074029052122	316.004642331469
0.133715531890055	1.06009164967621	94.1491786132445	219.8293164045
0.267431063780109	0.706727766450809	85.8184028086786	97.3700504726455
110.850175936855	229.5098421549	0.684721299005414	0.597362272838316
142.005894867238	60.6019059731569	0	0
861.930318563291	839.945950426787	2.16828411351715	7.16834727405979
0.133715531890055	0.530045824838107	86.3890038911831	67.5019368307297
254.728088250554	484.285201960417	2.73888519602166	1.19472454567663
0.133715531890055	0.176681941612702	54.4353432709304	74.6702841047895
0.802293191340327	0.706727766450809	90.3832114687147	140.977496389843
1.33715531890054	1.76681941612702	168.21319912233	206.687346402057
0	0	47.1316494148727	64.5151254665381
0	0	45.3057259508582	66.3072122850531
751.748720285886	393.647365913101	2.28240433001805	4.77889818270653
12.7029755295552	14.841283095467	1756.53837238189	1326.14424570106
262.349873568287	474.391013230106	3.08124584552436	1.79208681851495
0.133715531890055	0	54.6635837039322	49.5810686455802
0.534862127560218	0.353363883225405	96.4315829432625	62.1256763751849
0.936008723230382	0.706727766450809	138.085461966092	83.6307181973643
0	0	77.9441078701163	35.2443740974606
169.685009968479	115.72667175632	0.570601082504512	1.19472454567663
1194.88199296953	2414.53541407919	15.6344696606236	13.141970002443
0.534862127560218	0.530045824838107	65.505004271518	90.2017031985857
0.401146595670164	0.530045824838107	68.5862501170423	72.2808350134363
0.401146595670164	1.76681941612702	145.38915582215	120.069816840502
